"session","treatment","player","stage","step","round","stageId","stepId","timestamp","time"
"room000006","pgg","465629957675896",1,1,1,"consent","consent",1642587771900,2970
"room000006","pgg","465629957675896",2,1,1,"instructions","instructions",1642587773640,1192
