"session","treatment","player","stage","step","round","stageId","stepId","timestamp","time"
"room000015","pgg_bars","516784875593639",1,1,1,"consent","consent",1642590308972,2377
"room000015","pgg_bars","516784875593639",2,1,1,"instructions","instructions",1642590311583,2058
"room000015","pgg_bars","516784875593639",3,1,1,"surveydone","surveydone",1642590313516,1685
