"session","treatment","player","stage","step","round","stageId","stepId","timestamp","time"
"room000013","pgg_bars","586495432371838",1,1,1,"consent","consent",1642590141215,3205
"room000013","pgg_bars","586495432371838",2,1,1,"instructions","instructions",1642590143962,2226
"room000013","pgg_bars","586495432371838",3,1,1,"surveydone","surveydone",1642590145919,1708
