"session","treatment","player","stage","step","round","stageId","stepId","timestamp","time"
"room000021","pgg_bars","762826334133094",1,1,1,"consent","consent",1642592609206,2956
"room000021","pgg_bars","762826334133094",2,1,1,"instructions","instructions",1642592611316,1599
"room000021","pgg_bars","762826334133094",3,1,1,"demographics","demographics",1642592622596,11020
"room000021","pgg_bars","762826334133094",4,1,1,"surveydone","surveydone",1642592624271,1421
