"session","treatment","player","stage","step","timestamp","time","timeup"
"room000021","pgg_bars","762826334133094","consent","consent",1642592609206,2956,0
"room000021","pgg_bars","762826334133094","instructions","instructions",1642592611316,1599,0
"room000021","pgg_bars","762826334133094","demographics","demographics",1642592622596,11020,0
